UF,MUNICIPIO,ZONA,ELEITORES_TOTAL,ELEITORES_FEMININO,ELEITORES_MASCULINO,SECOES
MG,Luminárias,343,4254,2094,2160,16
MG,Luz,163,14461,7468,6993,56
MG,Machacalis,4,5737,2859,2878,21
MG,Machado,164,30076,15671,14405,92
MG,Madre de Deus de Minas,14,4467,2316,2151,17
MG,Malacacheta,165,15290,7972,7318,61
MG,Mamonas,109,6082,3015,3067,27
MG,Manga,166,16049,8229,7820,64
MG,Manhuaçu,167,60622,32065,28557,186
MG,Manhumirim,168,16894,8837,8057,66
MG,Mantena,169,18877,10108,8769,75
MG,Mar de Espanha,170,10289,5597,4692,42
MG,Maravilhas,219,6273,3179,3094,19
MG,Maria da Fé,99,12089,6035,6054,38
MG,Mariana,171,51710,27270,24440,162
MG,Marilac,318,4606,2348,2258,14
MG,Maripá de Minas,42,3119,1562,1557,12
MG,Marliéria,98,4503,2248,2255,17
MG,Marmelópolis,134,3031,1513,1518,10
MG,Martinho Campos,45,11129,5647,5482,38
MG,Martins Soares,168,8161,4180,3981,25
MG,Mata Verde,9,7556,3741,3815,24
MG,Materlândia,242,4480,2276,2204,18
MG,Mateus Leme,172,28732,14906,13826,92
MG,Mathias Lobato,119,3377,1741,1636,18
MG,Matias Barbosa,173,11855,6098,5757,37
MG,Matias Cardoso,63,7290,3652,3638,27
MG,Matipó,2,15219,7990,7229,43
MG,Mato Verde,180,10852,5649,5203,42
MG,Matozinhos,174,29750,15556,14194,92
MG,Matutina,254,3379,1729,1650,12
MG,Medeiros,21,3338,1619,1719,12
MG,Medina,175,16168,8275,7893,57
MG,Mendes Pimentel,117,5054,2530,2524,21
MG,Mercês,239,8062,4171,3891,27
MG,Mesquita,176,5423,2729,2694,21
MG,Minas Novas,177,22359,11472,10887,82
MG,Minduri,346,3260,1635,1625,15
MG,Mirabela,185,10811,5495,5316,39
MG,Miradouro,187,8144,4113,4031,32
MG,Miravânia,166,4099,2038,2061,15
MG,Miraí,187,10658,5485,5173,41
MG,Moeda,338,5259,2619,2640,22
MG,Moema,45,6846,3592,3254,24
MG,Monjolos,101,2677,1314,1363,10
MG,Monsenhor Paulo,61,6908,3472,3436,20
MG,Montalvânia,342,13112,6729,6383,58
MG,Monte Alegre de Minas,179,15188,7789,7399,58
MG,Monte Azul,180,17670,9223,8447,80
MG,Monte Belo,195,10827,5363,5464,33
MG,Monte Carmelo,181,35296,18312,16984,108
MG,Monte Formoso,149,4638,2238,2400,15
MG,Monte Santo de Minas,182,16922,8623,8299,48
MG,Monte Sião,183,18420,9494,8926,53
MG,Montes Claros,184,83204,45559,37645,297
MG,Montes Claros,185,80113,43328,36785,265
MG,Montes Claros,317,115113,62208,52905,381
MG,Montezuma,109,5985,3046,2939,29
MG,Morada Nova de Minas,1,7174,3566,3608,28
MG,Morro da Garça,100,3053,1501,1552,13
MG,Morro do Pilar,83,4018,2034,1984,18
MG,Munhoz,112,6047,2905,3142,20
MG,Muriaé,187,78224,42259,35965,278
MG,Mutum,188,21375,10932,10443,71
MG,Muzambinho,189,17790,9131,8659,51
MG,Mário Campos,288,12040,6192,5848,37
MG,Nacip Raydan,212,2820,1462,1358,9
MG,Nanuque,190,29159,15532,13627,123
MG,Naque,3,5424,2812,2612,15
MG,Natalândia,329,3519,1690,1829,12
MG,Natércia,159,4020,1952,2068,19
MG,Nazareno,328,6232,3092,3140,22
MG,Nepomuceno,192,20682,10690,9992,69
MG,Ninheira,237,8644,4270,4374,40
MG,Nova Belém,169,3523,1770,1753,17
MG,Nova Era,193,15028,7871,7157,63
MG,Nova Lima,194,75375,39946,35429,230
MG,Nova Módica,136,3578,1827,1751,17
MG,Nova Ponte,340,13358,6485,6873,36
MG,Nova Porteirinha,147,6022,3055,2967,26
MG,Nova Resende,195,13158,6501,6657,38
MG,Nova Serrana,298,64732,34032,30700,198
MG,Nova União,56,5766,2881,2885,18
MG,Novo Cruzeiro,196,24651,12683,11968,89
MG,Novo Oriente de Minas,269,9089,4483,4606,28
MG,Novorizonte,244,4973,2454,2519,24
MG,Olaria,162,2295,1063,1232,11
MG,Olhos D'Água,44,5266,2565,2701,20
MG,Oliveira,197,33230,17425,15805,110
MG,Oliveira Fortes,250,2689,1332,1357,17
MG,Olímpio Noronha,159,2819,1412,1407,9
MG,Onça de Pitangui,202,3383,1636,1747,17
MG,Oratórios,224,4292,2158,2134,15
MG,Orizânia,70,6770,3333,3437,20
MG,Ouro Branco,88,29807,15307,14500,99
MG,Ouro Fino,199,24968,12942,12026,84
MG,Ouro Preto,200,63709,33021,30688,211
MG,Ouro Verde de Minas,270,7138,3549,3589,25
MG,Padre Carvalho,244,5138,2585,2553,20
MG,Padre Paraíso,15,14345,7455,6890,51
MG,Pai Pedro,226,5545,2762,2783,19
MG,Paineiras,1,3936,1992,1944,18
MG,Pains,18,6900,3524,3376,23
MG,Paiva,250,1839,946,893,8
MG,Palma,201,5278,2687,2591,20
MG,Palmópolis,9,6372,3173,3199,20
MG,Papagaios,219,11662,6039,5623,33
MG,Paracatu,203,67319,34741,32578,197
MG,Paraguaçu,8,16764,8636,8128,50
MG,Paraisópolis,205,16379,8370,8009,48
MG,Paraopeba,206,19397,10113,9284,63
MG,Pará de Minas,202,66782,35414,31368,242
MG,Passa Quatro,137,13081,6709,6372,38
MG,Passa Tempo,208,7164,3589,3575,28
MG,Passa Vinte,6,2464,1187,1277,10
MG,Passabém,132,1879,952,927,7
MG,Passos,209,79523,42483,37040,298
MG,Patis,185,5124,2488,2636,26
MG,Patos de Minas,210,48164,25404,22760,209
MG,Patos de Minas,330,65454,35290,30164,203
MG,Patrocínio,211,64510,33312,31198,220
MG,Patrocínio do Muriaé,111,5039,2572,2467,19
MG,Paula Cândido,282,7770,3877,3893,31
MG,Paulistas,242,4177,2157,2020,21
MG,Pavão,270,6430,3215,3215,30
MG,Pedra Azul,213,18169,9582,8587,68
MG,Pedra Bonita,2,6172,3038,3134,19
MG,Pedra Dourada,111,2727,1350,1377,10
MG,Pedra do Anta,268,3501,1748,1753,16
MG,Pedra do Indaiá,249,3813,1848,1965,15
MG,Pedralva,99,9232,4603,4629,31
MG,Pedras de Maria da Cruz,148,8012,4015,3997,31
MG,Pedrinópolis,291,3338,1625,1713,13
MG,Pedro Leopoldo,215,48508,25730,22778,170
MG,Pedro Teixeira,162,2491,1212,1279,10
MG,Pequeri,42,3362,1715,1647,12
MG,Pequi,202,3979,2024,1955,16
MG,Perdigão,298,8342,4256,4086,29
MG,Perdizes,291,13962,6771,7191,54
MG,Perdões,216,17082,8878,8204,57
MG,Periquito,318,6319,3252,3067,21
MG,Pescador,136,3541,1815,1726,15
MG,Peçanha,212,11753,6098,5655,49
MG,Piau,235,3210,1527,1683,13
MG,Piedade de Caratinga,71,7703,3967,3736,26
MG,Piedade de Ponte Nova,339,3821,1942,1879,13
MG,Piedade do Rio Grande,24,4032,2031,2001,16
MG,Piedade dos Gerais,47,5271,2548,2723,16
MG,Pimenta,114,7103,3570,3533,23
MG,Pingo D'Água,72,4151,2150,2001,17
MG,Pintópolis,285,6515,3105,3410,29
MG,Piracema,208,5957,3009,2948,23
MG,Pirajuba,82,4742,2295,2447,14
MG,Piranga,217,13970,6856,7114,53
MG,Piranguinho,51,7214,3593,3621,23
MG,Piranguçu,51,4731,2335,2396,18
MG,Pirapetinga,7,9400,4918,4482,42
MG,Pirapora,218,41669,22077,19592,141
MG,Piraúba,239,9545,4976,4569,27
MG,Pitangui,219,21182,10949,10233,71
MG,Piumhi,220,25787,13677,12110,74
MG,Planura,116,8669,4165,4504,25
MG,Pocrane,129,7456,3820,3636,28
MG,Pompéu,223,24094,12561,11533,69
MG,Ponte Nova,224,44221,24017,20204,160
MG,Ponto Chique,218,3909,1897,2012,13
MG,Ponto dos Volantes,175,9339,4618,4721,32
MG,Porteirinha,226,31218,16098,15120,122
MG,Porto Firme,217,9023,4628,4395,30
MG,Poté,270,12767,6591,6176,46
MG,Pouso Alegre,227,109694,58083,51611,361
MG,Pouso Alto,306,5501,2717,2784,18
MG,Poço Fundo,164,12679,6448,6231,37
MG,Poços de Caldas,222,47895,25680,22215,205
MG,Poços de Caldas,350,72241,39407,32834,238
MG,Prados,228,7382,3774,3608,24
MG,Prata,229,22069,11125,10944,75
MG,Pratinha,327,3301,1598,1703,11
MG,Pratápolis,293,7386,3739,3647,27
MG,Presidente Bernardes,217,5809,2810,2999,24
MG,Presidente Juscelino,100,4088,1939,2149,19
MG,Presidente Kubitschek,262,3045,1520,1525,17
MG,Presidente Olegário,230,16085,7954,8131,56
MG,Prudente de Morais,174,8480,4391,4089,26
MG,Quartel Geral,104,3717,1865,1852,17
MG,Queluzito,88,2756,1376,1380,10
MG,Raposos,194,12847,6761,6086,44
MG,Raul Soares,231,18312,9470,8842,66
MG,Recreio,201,8045,4249,3796,37
MG,Reduto,167,5814,2948,2866,17
MG,Resende Costa,232,9552,4988,4564,37
MG,Resplendor,233,12607,6662,5945,55
MG,Ressaquinha,25,4423,2225,2198,19
MG,Riachinho,329,5890,2890,3000,21
MG,Riacho dos Machados,226,7929,3943,3986,35
MG,Ribeirão Vermelho,216,3437,1805,1632,12
MG,Ribeirão das Neves,286,115955,61771,54184,324
MG,Ribeirão das Neves,321,98484,52234,46250,342
MG,Rio Acima,194,8313,4330,3983,26
MG,Rio Casca,234,10838,5710,5128,36
MG,Rio Doce,225,2603,1312,1291,9
MG,Rio Espera,11,5795,2849,2946,23
MG,Rio Manso,47,5019,2420,2599,17
MG,Rio Novo,235,7084,3635,3449,31
MG,Rio Paranaíba,254,10906,5509,5397,41
MG,Rio Pardo de Minas,237,21848,11126,10722,112
MG,Rio Piracicaba,150,12420,6412,6008,47
MG,Rio Pomba,239,13301,6930,6371,45
MG,Rio Preto,240,5406,2731,2675,22
MG,Rio Vermelho,294,10145,5178,4967,41
MG,Rio do Prado,149,4282,2061,2221,13
MG,Ritápolis,232,4704,2410,2294,22
MG,Rochedo de Minas,258,2919,1439,1480,9
MG,Rodeiro,275,6820,3513,3307,22
MG,Romaria,110,3364,1630,1734,10
MG,Rosário da Limeira,187,5154,2520,2634,16
MG,Rubelita,244,7559,3598,3961,42
MG,Rubim,9,7099,3594,3505,25
MG,Sabará,241,93047,49601,43446,301
MG,Sabinópolis,242,12252,6392,5860,45
MG,Sacramento,243,20676,10639,10037,62
MG,Salinas,244,32702,16983,15719,122
MG,Salto da Divisa,144,4888,2467,2421,18
MG,Santa Bárbara,245,24061,12485,11576,81
MG,Santa Bárbara do Leste,71,6861,3415,3446,28
MG,Santa Bárbara do Monte Verde,240,3592,1748,1844,13
MG,Santa Bárbara do Tugúrio,25,4354,2152,2202,21
MG,Santa Cruz de Minas,328,6369,3462,2907,20
MG,Santa Cruz de Salinas,175,4455,2176,2279,21
MG,Santa Cruz do Escalvado,225,4823,2380,2443,17
MG,Santa Efigênia de Minas,283,3892,2019,1873,13
MG,Santa Fé de Minas,285,3784,1801,1983,18
MG,Santa Helena de Minas,4,5312,2656,2656,18
MG,Santa Juliana,340,11810,6016,5794,33
MG,Santa Luzia,246,62342,32921,29421,190
MG,Santa Luzia,312,99252,53936,45316,288
MG,Santa Margarida,2,12634,6341,6293,38
MG,Santa Maria de Itabira,113,8758,4464,4294,29
MG,Santa Maria do Salto,144,4653,2300,2353,16
MG,Santa Maria do Suaçuí,247,12192,6305,5887,43
MG,Santa Rita de Caldas,345,7012,3550,3462,23
MG,Santa Rita de Ibitipoca,24,3367,1625,1742,14
MG,Santa Rita de Jacutinga,240,4366,2154,2212,20
MG,Santa Rita de Minas,71,5894,3015,2879,20
MG,Santa Rita do Itueto,233,5103,2527,2576,26
MG,Santa Rita do Sapucaí,248,31199,16285,14914,94
MG,Santa Rosa da Serra,327,3515,1692,1823,12
MG,Santa Vitória,308,17132,8554,8578,68
MG,Santana da Vargem,273,5930,2976,2954,20
MG,Santana de Cataguases,79,3369,1682,1687,17
MG,Santana de Pirapama,264,7156,3435,3721,35
MG,Santana do Deserto,173,3511,1729,1782,14
MG,Santana do Garambéu,162,2337,1122,1215,7
MG,Santana do Jacaré,296,3876,1968,1908,13
MG,Santana do Manhuaçu,167,7809,3822,3987,26
MG,Santana do Paraíso,130,25205,13283,11922,78
MG,Santana do Riacho,143,5966,2988,2978,22
MG,Santana dos Montes,88,3857,1881,1976,17
MG,Santo Antônio do Amparo,46,14276,7375,6901,50
MG,Santo Antônio do Aventureiro,170,3723,1871,1852,22
MG,Santo Antônio do Grama,234,3937,1986,1951,12
MG,Santo Antônio do Itambé,262,3792,1898,1894,11
MG,Santo Antônio do Jacinto,144,9464,4723,4741,30
MG,Santo Antônio do Monte,249,20527,10813,9714,82
MG,Santo Antônio do Retiro,237,6487,3217,3270,26
MG,Santo Antônio do Rio Abaixo,83,2408,1174,1234,10
MG,Santo Hipólito,95,3391,1697,1694,12
MG,Santos Dumont,250,37319,19654,17665,137
MG,Sapucaí-Mirim,205,6024,2964,3060,18
MG,Sardoá,283,4854,2465,2389,16
MG,Sarzedo,288,25698,13463,12235,75
MG,Sem Peixe,12,3798,1948,1850,12
MG,Senador Amaral,59,5866,2884,2982,16
MG,Senador Cortes,170,2543,1270,1273,9
MG,Senador Firmino,261,7082,3652,3430,24
MG,Senador José Bento,227,2492,1180,1312,8
MG,Senador Modestino Gonçalves,135,4794,2322,2472,20
MG,Senhora de Oliveira,217,5735,2925,2810,18
MG,Senhora do Porto,121,3314,1664,1650,14
MG,Senhora dos Remédios,25,8250,4174,4076,31
MG,Sericita,339,6859,3397,3462,22
MG,Seritinga,6,2051,1013,1038,7
MG,Serra Azul de Minas,294,3720,1915,1805,11
MG,Serra da Saudade,104,1270,607,663,5
MG,Serra do Salitre,211,9293,4612,4681,31
MG,Serra dos Aimorés,190,5905,3065,2840,28
MG,Serrania,8,6390,3299,3091,18
MG,Serranos,346,2055,1013,1042,12
MG,Serranópolis de Minas,226,4064,2043,2021,16
MG,Serro,262,16750,8488,8262,56
MG,Sete Lagoas,263,48282,25997,22285,181
MG,Sete Lagoas,264,65913,35318,30595,207
MG,Sete Lagoas,322,50531,26963,23568,165
MG,Setubinha,165,9213,4720,4493,30
MG,Silveirânia,239,2923,1415,1508,10
MG,Silvianópolis,248,4841,2366,2475,21
MG,Simonésia,167,16394,8283,8111,59
MG,Simão Pereira,173,3122,1545,1577,12
MG,Sobrália,267,3966,2068,1898,19
MG,Soledade de Minas,259,4979,2514,2465,17
MG,São Bento Abade,272,4138,2045,2093,12
MG,São Brás do Suaçuí,106,3706,1886,1820,14
MG,São Domingos das Dores,128,5777,2868,2909,20
MG,São Domingos do Prata,251,14152,7216,6936,51
MG,São Francisco,252,41460,21171,20289,156
MG,São Francisco de Paula,197,5952,2933,3019,23
MG,São Francisco de Sales,297,4646,2302,2344,23
MG,São Francisco do Glória,69,4070,2024,2046,18
MG,São Félix de Minas,117,3809,1928,1881,13
MG,São Geraldo,284,7195,3719,3476,20
MG,São Geraldo da Piedade,283,3573,1847,1726,15
MG,São Geraldo do Baixio,117,3206,1657,1549,12
MG,São Gonçalo do Abaeté,210,5638,2770,2868,23
MG,São Gonçalo do Pará,103,8613,4367,4246,32
MG,São Gonçalo do Rio Abaixo,22,11616,5974,5642,39
MG,São Gonçalo do Rio Preto,101,3157,1625,1532,13
MG,São Gonçalo do Sapucaí,253,19021,9753,9268,58
MG,São Gotardo,254,27765,14370,13395,98
MG,São Joaquim de Bicas,41,24054,12357,11697,68
MG,São José da Barra,10,6724,3312,3412,26
MG,São José da Lapa,311,19495,10207,9288,69
MG,São José da Safira,247,4100,2063,2037,15
MG,São José da Varginha,202,3895,1930,1965,15
MG,São José do Alegre,51,3674,1867,1807,11
MG,São José do Divino,169,3164,1629,1535,15
MG,São José do Goiabal,251,4841,2497,2344,16
MG,São José do Jacuri,212,5212,2580,2632,21
MG,São José do Mantimento,158,3130,1546,1584,10
MG,São João Batista do Glória,10,6375,3230,3145,22
MG,São João Evangelista,257,12593,6642,5951,42
MG,São João Nepomuceno,258,19923,10632,9291,68
MG,São João da Lagoa,94,5104,2487,2617,18
MG,São João da Mata,164,3213,1559,1654,11
MG,São João da Ponte,255,22585,11192,11393,85
MG,São João das Missões,166,9857,4920,4937,41
MG,São João del Rei,328,69305,37008,32297,241
MG,São João do Manhuaçu,167,9517,4849,4668,26
MG,São João do Manteninha,169,5195,2685,2510,19
MG,São João do Oriente,128,6844,3535,3309,22
MG,São João do Pacuí,94,4011,1957,2054,16
MG,São João do Paraíso,237,17481,9014,8467,85
MG,São Lourenço,259,34412,18760,15652,116
MG,São Miguel do Anta,268,6039,3005,3034,23
MG,São Pedro da União,125,4318,2113,2205,14
MG,São Pedro do Suaçuí,212,4696,2404,2292,18
MG,São Pedro dos Ferros,234,6409,3292,3117,24
MG,São Romão,285,7240,3605,3635,28
MG,São Roque de Minas,220,5830,2875,2955,24
MG,São Sebastião da Bela Vista,248,6335,3012,3323,18
MG,São Sebastião da Vargem Alegre,284,3020,1488,1532,9
MG,São Sebastião do Anta,128,5504,2819,2685,17
MG,São Sebastião do Maranhão,247,8838,4309,4529,34
MG,São Sebastião do Oeste,139,7410,3629,3781,30
MG,São Sebastião do Paraíso,260,50422,26816,23606,147
MG,São Sebastião do Rio Preto,113,2029,1024,1005,9
MG,São Sebastião do Rio Verde,259,2160,1090,1070,7
MG,São Thomé Das Letras,272,5075,2491,2584,19
MG,São Tiago,232,9133,4663,4470,31
MG,São Tomás de Aquino,260,5865,2963,2902,17
MG,São Vicente de Minas,346,5718,2951,2767,22
MG,Tabuleiro,239,3990,1999,1991,19
MG,Taiobeiras,266,26720,14087,12633,84
MG,Taparuba,129,4083,2054,2029,16
MG,Tapira,17,4904,2327,2577,15
MG,Tapiraí,21,1976,953,1023,8
MG,Taquaraçu de Minas,56,5760,2680,3080,19
MG,Tarumirim,267,9937,5194,4743,47
MG,Teixeiras,268,10007,5233,4774,46
MG,Teófilo Otoni,269,104413,56581,47832,370
MG,Timóteo,98,59187,31670,27517,174
MG,Tiradentes,328,6845,3562,3283,27
MG,Tiros,254,6222,3075,3147,29
MG,Tocantins,275,12572,6509,6063,49
MG,Tocos do Moji,227,4149,1947,2202,13
MG,Toledo,112,7342,3524,3818,23
MG,Tombos,111,6651,3433,3218,26
MG,Três Corações,272,56143,29517,26626,174
MG,Três Marias,309,24794,12735,12059,89
MG,Três Pontas,273,44761,23326,21435,152
MG,Tumiritinga,138,5411,2745,2666,18
MG,Tupaciguara,274,20578,10689,9889,77
MG,Turmalina,336,16172,8163,8009,57
MG,Turvolândia,253,4777,2376,2401,16
MG,Ubaporanga,71,9975,5116,4859,41
MG,Ubaí,50,9623,4804,4819,47
MG,Uberaba,276,76981,41913,35068,280
MG,Uberaba,326,74216,40692,33524,258
MG,Uberaba,347,81297,43962,37335,312
MG,Uberlândia,278,135343,73570,61773,423
MG,Uberlândia,279,138492,75005,63487,439
MG,Uberlândia,299,79075,42254,36821,286
MG,Uberlândia,314,100536,53930,46606,321
MG,Uberlândia,335,71068,38428,32640,254
MG,Ubá,275,70693,37857,32836,254
MG,Umburatiba,73,2796,1325,1471,13
MG,Unaí,280,62999,32572,30427,203
MG,União de Minas,142,3180,1533,1647,12
MG,Uruana de Minas,320,3702,1861,1841,12
MG,Urucuia,320,7886,3896,3990,28
MG,Urucânia,339,8697,4484,4213,27
MG,Vargem Alegre,72,5431,2718,2713,21
MG,Vargem Bonita,220,2610,1238,1372,13
MG,Vargem Grande do Rio Pardo,237,4177,2070,2107,18
MG,Varginha,281,102933,54560,48373,309
MG,Varjão de Minas,210,6660,3246,3414,20
MG,Varzelândia,255,16679,8356,8323,53
MG,Vazante,295,16863,8594,8269,57
MG,Verdelândia,147,6998,3441,3557,27
MG,Veredinha,336,5242,2577,2665,18
MG,Vermelho Novo,231,5140,2506,2634,15
MG,Veríssimo,347,3208,1544,1664,11
MG,Vespasiano,311,86254,46214,40040,294
MG,Vieiras,187,4011,2025,1986,13
MG,Virgem da Lapa,15,10131,5379,4752,35
MG,Virginópolis,283,8465,4394,4071,35
MG,Virgolândia,247,4513,2340,2173,17
MG,Virgínia,137,7326,3672,3654,23
MG,Visconde do Rio Branco,284,30490,16165,14325,115
MG,Viçosa,282,60867,32999,27868,183
MG,Volta Grande,7,4444,2262,2182,21
MG,Várzea da Palma,310,27007,13819,13188,85
MG,Wenceslau Braz,134,2690,1327,1363,12
MG,Água Boa,67,11739,5899,5840,46
MG,Água Comprida,347,2672,1324,1348,10
MG,Águas Formosas,4,14271,7215,7056,53
MG,Águas Vermelhas,213,10772,5453,5319,31
MS,Alcinópolis,38,3746,1836,1910,13
MS,Amambai,1,26948,14350,12598,97
MS,Anastácio,49,18004,9322,8682,80
MS,Anaurilândia,6,6177,3109,3068,22
MS,Angélica,27,8439,4233,4206,30
MS,Antônio João,52,7730,4025,3705,28
MS,Aparecida do Taboado,24,19055,9919,9136,61
MS,Aquidauana,10,35742,18598,17144,150
MS,Aral Moreira,19,8147,4162,3985,33
MS,Bandeirantes,34,6727,3315,3412,25
MS,Bataguassu,6,18928,9695,9233,68
MS,Batayporã,5,8307,4247,4060,30
MS,Bela Vista,17,16061,8244,7817,67
MS,Bodoquena,15,6341,3194,3147,28
MS,Bonito,30,18884,9826,9058,62
MS,Brasilândia,41,9393,4721,4672,37
MS,Caarapó,28,21724,11353,10371,72
MS,Camapuã,14,10862,5363,5499,49
MS,Campo Grande,8,120578,65529,55049,418
MS,Campo Grande,35,112927,61560,51367,399
MS,Campo Grande,36,102719,56437,46282,367
MS,Campo Grande,44,88793,48604,40189,314
MS,Campo Grande,53,131410,71930,59480,470
MS,Campo Grande,54,66293,35782,30511,262
MS,Caracol,17,4694,2337,2357,22
MS,Cassilândia,3,15145,7908,7237,55
MS,Chapadão do Sul,48,22102,11288,10814,76
MS,Corguinho,40,4349,2108,2241,17
MS,Coronel Sapucaia,19,11657,6245,5412,49
MS,Corumbá,7,43706,22932,20774,191
MS,Corumbá,50,22916,11906,11010,99
MS,Costa Rica,38,22002,11064,10938,77
MS,Coxim,12,26056,13425,12631,105
MS,Deodápolis,39,10465,5384,5081,43
MS,Dois Irmãos do Buriti,49,8490,4231,4259,39
MS,Douradina,18,4886,2452,2434,18
MS,Dourados,18,90665,48990,41675,329
MS,Dourados,43,71719,38590,33129,251
MS,Eldorado,25,8960,4790,4170,38
MS,Figueirão,14,2747,1296,1451,10
MS,Fátima do Sul,4,16622,8914,7708,64
MS,Glória de Dourados,39,8014,4173,3841,36
MS,Guia Lopes da Laguna,22,7799,4026,3773,34
MS,Iguatemi,25,10545,5564,4981,34
MS,Inocência,23,6896,3394,3502,23
MS,Itaporã,43,13920,7259,6661,48
MS,Itaquiraí,25,14255,7250,7005,52
MS,Ivinhema,27,20830,10756,10074,66
MS,Japorã,33,6346,3287,3059,23
MS,Jaraguari,34,5844,2766,3078,21
MS,Jardim,22,18228,9525,8703,72
MS,Jateí,4,4341,2145,2196,16
MS,Juti,28,5833,2997,2836,20
MS,Ladário,50,13520,6946,6574,51
MS,Laguna Carapã,43,5255,2647,2608,23
MS,Maracaju,16,28994,15115,13879,110
MS,Miranda,15,19708,9951,9757,76
MS,Mundo Novo,33,14770,8149,6621,49
MS,Naviraí,2,36813,19425,17388,135
MS,Nioaque,45,10251,5040,5211,45
MS,Nova Alvorada do Sul,11,16052,8237,7815,54
MS,Nova Andradina,5,35067,18573,16494,124
MS,Novo Horizonte do Sul,27,3607,1836,1771,16
MS,Paranaíba,13,31056,16373,14683,108
MS,Paranhos,1,9262,4851,4411,34
MS,Paraíso das Águas,48,4193,1983,2210,16
MS,Pedro Gomes,26,6004,3020,2984,22
MS,Ponta Porã,19,24811,13488,11323,97
MS,Ponta Porã,52,43555,23460,20095,160
MS,Porto Murtinho,20,8598,4244,4354,31
MS,Ribas do Rio Pardo,32,15399,7685,7714,60
MS,Rio Brilhante,11,25910,13286,12624,87
MS,Rio Negro,40,4086,2012,2074,16
MS,Rio Verde de Mato Grosso,21,13762,7166,6596,59
MS,Rochedo,34,5001,2450,2551,16
MS,Santa Rita do Pardo,41,5532,2703,2829,18
MS,Selvíria,9,7198,3682,3516,22
MS,Sete Quedas,33,7662,4047,3615,34
MS,Sidrolândia,31,34339,17749,16590,124
MS,Sonora,26,11136,5562,5574,41
MS,São Gabriel do Oeste,40,22622,11820,10802,75
MS,Tacuru,33,6907,3540,3367,22
MS,Taquarussu,5,3935,1985,1950,13
MS,Terenos,54,13485,6740,6745,54
MS,Três Lagoas,9,38050,20162,17888,145
MS,Três Lagoas,51,47799,25509,22290,157
MS,Vicentina,4,5913,3017,2896,21
MS,Água Clara,23,13150,6509,6641,43
MT,Acorizal,1,7244,3420,3824,29
MT,Alta Floresta,24,41742,21496,20246,150
MT,Alto Araguaia,8,11464,5886,5578,45
MT,Alto Boa Vista,15,4155,2019,2136,16
MT,Alto Garças,45,8562,4198,4364,31
MT,Alto Paraguai,7,6204,2919,3285,37
MT,Alto Taquari,8,8003,3929,4074,26
MT,Apiacás,50,6231,2932,3299,22
MT,Araguaiana,9,3230,1569,1661,10
MT,Araguainha,8,1214,568,646,5
MT,Araputanga,41,11281,5884,5397,39
MT,Arenápolis,17,7691,3935,3756,30
MT,Aripuanã,11,16359,7981,8378,53
MT,Barra do Bugres,13,22181,11030,11151,85
MT,Barra do Garças,9,45911,24584,21327,225
MT,Barão de Melgaço,38,6797,3173,3624,27
MT,Boa Esperança do Norte,43,4132,1939,2193,12
MT,Bom Jesus do Araguaia,53,5547,2679,2868,19
MT,Brasnorte,56,12476,6040,6436,43
MT,Campinápolis,26,11314,5592,5722,37
MT,Campo Novo do Parecis,60,29734,14618,15116,87
MT,Campo Verde,12,33146,16779,16367,97
MT,Campos de Júlio,42,6629,3172,3457,18
MT,Canabrava do Norte,28,4096,1884,2212,14
MT,Canarana,31,17241,8594,8647,50
MT,Carlinda,24,8238,4045,4193,27
MT,Castanheira,35,5938,2891,3047,28
MT,Chapada dos Guimarães,34,17684,8866,8818,67
MT,Cláudia,32,8305,4102,4203,30
MT,Cocalinho,30,5484,2503,2981,22
MT,Colniza,11,19114,9367,9747,68
MT,Colíder,23,22968,11791,11177,92
MT,Comodoro,61,13970,6963,7007,50
MT,Confresa,28,24706,12282,12424,78
MT,Conquista D'Oeste,61,3289,1667,1622,10
MT,Cotriguaçu,48,7549,3608,3941,41
MT,Cuiabá,1,95604,51531,44073,329
MT,Cuiabá,39,111818,60301,51517,366
MT,Cuiabá,51,118219,64358,53861,339
MT,Cuiabá,55,117059,63591,53468,340
MT,Curvelândia,18,4437,2193,2244,16
MT,Cáceres,6,61202,31839,29363,234
MT,Denise,13,5622,2820,2802,21
MT,Diamantino,7,16339,8208,8131,77
MT,Dom Aquino,12,6215,3155,3060,25
MT,Feliz Natal,36,7008,3402,3606,23
MT,Figueirópolis D'Oeste,41,2787,1379,1408,24
MT,Gaúcha do Norte,57,6647,3274,3373,25
